9.301047413729847,6.4056514051893565,0.1620074706303285
5.962535227789282,6.885599704469833,0.8708036735166953
7.753764422657415,5.257823806822188,7.991938882796468
7.956136977185363,3.6857126391806254,0.07668455024017717
6.245669875763614,1.3851771474022208,2.9686286321959017
5.962132318419863,1.959838668855527,1.4461530136200942
7.578612282102924,3.4092928275805168,6.817934736683128
7.467524631703871,3.944565703312172,5.6614769233151545
9.185527020464598,6.9131087751368625,7.307142707844456
8.057684355762035,8.960416837659736,2.9976263454951066
7.507901260473563,0.7950771804914467,0.08234210392053853
